#Frame      Mode1    Mode2    Mode3
   90587   -0.751    0.080    0.075
   90588   -2.012    1.229   -0.651
   90589   -2.495    1.570   -0.924
   90590   -2.106    0.176    0.214
   90591   -2.218    1.479   -0.070
   90592   -3.273    0.662   -0.755
   90593   -1.534    0.422    1.528
   90594   -1.128   -1.152    1.617
   90595   -0.611    0.292    0.008
   90596   -2.246   -2.277    0.960
   90597   -4.509   -0.845    1.865
   90598   -3.567   -0.395    2.208
   90599   -1.555    0.652   -0.161
   90600   -1.499   -0.418    1.652
   90601   -1.451    0.762   -0.558
   90602   -2.133    1.557    1.739
   90603   -1.804    0.870    0.164
   90604   -2.174    1.657   -0.098
   90605   -2.804    1.758    1.660
   90606   -2.336    1.680    2.508
   90607    1.567   -0.704    0.457
   90608   -0.091    0.278   -0.244
   90609   -2.274    3.271    0.303
   90610   -0.810   -0.618   -1.371
   90611    0.419    0.856   -1.037
   90612    0.032   -0.036   -0.779
   90613    1.410   -0.186   -1.076
   90614    1.527    0.498   -2.230
   90615    0.350   -0.533   -0.197
   90616    0.119   -0.061   -1.031
   90617   -1.885   -0.172   -1.036
   90618   -0.312    1.609   -0.935
   90619    1.026   -1.047   -2.369
   90620   -1.172   -0.007   -1.566
   90621   -2.895   -1.029   -0.584
   90622   -2.052    0.657   -1.403
   90623   -3.233   -0.073   -0.870
   90624   -0.106   -0.537    0.396
   90625   -2.332    0.178   -0.360
   90626   -1.649    0.639   -0.952
   90627   -1.364    1.240   -1.526
   90628   -2.228    0.028    0.429
   90629   -0.550    0.718   -2.246
   90630   -1.913    1.462   -0.662
   90631   -1.088   -0.494   -0.821
   90632   -0.614   -0.288    1.073
   90633   -1.865    0.640    0.828
   90634   -2.074    0.641    0.553
   90635    0.035   -1.695   -0.461
   90636    0.430   -0.232   -0.248
   90637   -0.812   -0.191   -1.314
   90638    0.876   -1.303   -1.369
   90639    0.166   -0.476   -0.869
   90640    0.821   -0.879   -0.949
   90641   -1.115    1.132   -0.391
   90642   -1.276    0.504    1.428
   90643    0.760    0.865   -0.958
   90644    1.464    0.601   -0.968
   90645   -0.943    1.529   -1.190
   90646    0.898   -0.900   -1.207
   90647   -2.149    0.591    0.768
   90648   -1.376   -2.603    0.204
   90649   -2.599   -0.024   -1.115
   90650   -0.642   -0.919   -0.659
   90651   -0.581    0.529   -1.525
   90652    1.600    0.246   -1.969
   90653    2.291   -0.029   -1.802
   90654    0.691   -0.352   -0.826
   90655    0.331   -2.078   -0.854
   90656   -1.103   -0.987    0.455
   90657   -0.724   -1.425   -0.344
   90658    0.158   -0.470    0.162
   90659   -2.718    1.788    1.023
   90660    0.419    0.038   -0.810
   90661   -0.481   -1.118   -0.161
   90662    0.487   -0.931   -1.876
   90663    0.105   -0.895   -2.185
   90664    0.168    2.665   -1.435
   90665    0.612    1.162   -1.493
   90666    1.846   -0.933    0.213
   90667    1.945   -1.364   -0.334
   90668    0.272   -1.387   -0.414
   90669    1.682   -0.592   -1.077
   90670    0.349   -1.892    0.498
   90671   -0.672    0.512   -1.595
   90672    2.427   -1.257   -0.045
   90673    3.465   -0.347   -0.692
   90674    3.532   -0.224   -1.758
   90675    3.508   -0.295   -0.630
   90676   -0.241    3.301    0.130
   90677   -0.744    0.181    0.665
   90678    1.133    2.477    0.155
   90679    0.613   -1.300    0.960
   90680    0.552   -1.672   -0.230
   90681    0.165   -0.072    1.094
   90682    0.462   -0.074    1.150
   90683    1.335   -0.429    1.362
   90684    0.325    0.076    0.283
   90685    1.463    0.890    0.781
   90686    0.328   -1.101    1.301
   90687    1.643   -0.040    1.123
   90688    1.743    1.472    0.199
   90689    1.082    0.876   -2.793
   90690    0.077    0.112   -0.772
   90691   -1.325    0.427    0.428
   90692    1.234   -0.578   -0.481
   90693   -2.876    0.933    1.565
   90694   -0.628    1.850    1.183
   90695    0.403   -1.121    2.250
   90696    1.769   -0.078   -0.093
   90697    1.949    0.011   -1.129
   90698    1.106    1.496    0.890
   90699    1.136   -1.435    0.802
   90700    0.463   -0.670   -0.202
   90701   -0.699   -0.037    1.389
   90702   -0.784   -0.538    1.850
   90703    0.858    0.265   -0.116
   90704    1.277   -1.295    0.342
   90705   -1.458    0.608    0.137
   90706    0.361    0.320   -0.183
   90707    0.845   -0.300   -0.691
   90708    0.574   -0.146   -0.729
   90709    1.054    0.644   -0.460
   90710    0.923    1.705   -1.340
   90711    0.777    0.865   -0.325
   90712   -0.770   -0.125   -0.992
   90713   -1.131    0.060    1.105
   90714   -0.761    0.544    1.086
   90715   -0.314    0.924    0.044
   90716    1.753   -0.166   -0.781
   90717    0.165   -1.248    1.805
   90718    1.852    0.456    0.835
   90719   -0.239   -1.022    0.445
   90720    2.040   -0.510   -0.602
   90721    0.577    1.728   -0.772
   90722    0.061   -1.009    0.251
   90723    0.743   -2.048    0.059
   90724    1.734   -0.382   -0.915
   90725    1.166   -0.259   -1.420
   90726   -0.027   -0.975    0.675
   90727   -2.147    0.110    2.526
   90728    0.122   -1.229    0.052
   90729   -0.560    1.257    0.355
   90730    1.019    0.344   -0.959
   90731    3.188   -0.972   -2.302
   90732    1.293   -0.318   -0.504
   90733    0.549    1.154   -1.614
   90734    0.337    1.716   -1.469
   90735    0.702    1.118    0.044
   90736    0.079   -0.660    0.839
   90737    1.705    0.179    0.397
   90738   -1.455    0.919    1.797
   90739   -0.522    0.702   -0.493
   90740    0.477    0.145    2.822
   90741    1.273    1.024   -0.807
   90742    1.902    1.231   -1.334
   90743    2.089    1.554   -1.175
   90744    1.346    1.653   -2.644
   90745   -0.065   -1.565    0.027
   90746   -0.852    0.567    0.201
   90747   -0.018    1.401   -0.656
   90748    0.486    0.286   -0.834
   90749   -0.087    1.209   -0.620
   90750   -2.864    0.425    0.286
   90751   -1.037   -1.402    1.229
   90752   -1.816    0.719    0.711
   90753    1.787   -0.302    0.651
   90754    0.422   -1.332    0.040
   90755    1.554   -0.779   -0.322
   90756   -0.014   -0.792    0.799
   90757    0.640    0.411    1.423
   90758    2.393    0.231   -1.275
   90759   -0.036   -0.439   -1.113
   90760    0.492    0.565   -0.525
   90761    2.062   -0.298    0.097
   90762   -2.605    0.745    1.438
   90763    1.018    2.535   -1.225
   90764    1.407    1.738   -1.494
   90765    0.507    0.987    1.356
   90766   -0.965    1.897    0.284
   90767    0.018    0.654    1.448
   90768    1.653    0.542   -0.458
   90769    2.548   -0.887   -0.202
   90770    0.622    1.653   -2.114
   90771    0.031    0.109   -2.097
   90772    0.937    1.421   -1.962
   90773    0.819    1.405   -0.889
   90774    0.316    1.337   -0.323
   90775   -0.193    1.171   -0.042
   90776    0.281    1.373   -0.118
   90777    0.299    1.370   -0.569
   90778   -0.598    1.776    0.893
   90779    0.658   -1.174    1.348
   90780    0.797    2.408    0.367
   90781    2.739    3.202    0.963
   90782    0.642    2.300   -0.716
   90783    1.555    1.278    0.178
   90784    0.737   -1.806    2.229
   90785   -1.319   -0.342    0.973
   90786    0.464    0.295    0.136
   90787    0.944    0.079   -0.182
   90788   -0.010   -1.072    0.038
   90789   -1.818   -0.444   -0.340
   90790    0.180   -2.308    0.275
   90791   -1.475   -1.546    0.265
   90792    1.157    0.480   -0.332
   90793    0.002   -0.153    0.066
   90794    0.827   -0.792   -0.450
   90795   -0.154   -1.075    1.687
   90796    2.223   -0.133    1.077
   90797    3.110   -2.248    0.515
   90798    0.264    0.124   -1.758
   90799   -0.897    0.474   -0.090
   90800    1.403   -2.096    1.126
   90801   -0.081   -0.542   -0.057
   90802   -0.120    1.163    0.979
   90803    1.056    1.824    0.070
   90804    2.153   -0.070   -0.739
   90805    0.213   -0.267    0.157
   90806   -0.972   -0.983    0.519
   90807   -0.324    1.625    0.641
   90808    0.081   -0.421    0.828
   90809    0.078    1.082    0.442
   90810   -0.750    0.393   -0.407
   90811    1.220    0.672   -1.235
   90812    1.563   -0.656   -0.030
   90813   -1.439    0.495    1.398
   90814   -0.503    0.715   -2.553
   90815   -1.944    2.251   -0.212
   90816   -0.910    0.104    0.871
   90817   -0.580    1.506    0.148
   90818   -2.532    0.767   -0.025
   90819    1.722    1.602   -1.996
   90820   -0.754    0.482    0.064
   90821   -2.388    2.193    0.539
   90822   -1.723   -0.659    0.261
   90823    0.289   -0.138    0.129
   90824   -0.302    0.604   -0.706
   90825   -0.159    1.198   -1.676
   90826   -0.347    0.343   -0.323
   90827    0.110    1.054   -0.261
   90828   -1.434    2.019   -0.321
   90829    0.160    2.145   -2.190
   90830    1.355    1.875   -3.228
   90831    0.952   -1.094   -2.137
   90832    0.517    1.947   -2.145
   90833   -0.845    0.867   -2.477
   90834   -1.237    0.041    0.768
   90835    0.001   -0.989   -2.170
   90836    1.577   -1.183   -1.583
   90837    0.284    1.340   -3.020
   90838   -0.737    1.430   -0.501
   90839   -0.470   -0.233   -0.325
   90840    0.910    1.106   -1.280
   90841   -1.451    0.606    0.412
   90842   -0.076    1.088   -1.107
   90843   -0.440    0.874   -1.037
   90844   -2.994   -0.661    0.116
   90845    1.327    0.029   -0.594
   90846    0.521    0.118   -0.798
   90847   -0.037    0.936   -0.671
   90848    0.580    0.652   -0.455
   90849    0.546   -0.361   -1.914
   90850   -0.062    0.460   -0.110
   90851   -1.432   -1.909    0.366
   90852    0.536   -1.031   -1.359
   90853    1.072   -0.388   -2.229
   90854    0.830    2.583   -2.614
   90855   -0.663    0.584   -1.126
   90856   -0.375   -0.496   -0.808
   90857    1.523    0.938   -1.633
   90858   -0.089    0.010   -3.433
   90859   -0.071    1.517   -1.246
   90860   -2.402    0.530   -0.555
   90861    0.051   -0.096   -2.309
   90862   -0.469   -0.412   -0.989
   90863   -0.225    1.453   -0.181
   90864   -1.133   -0.139   -0.257
   90865   -1.781   -1.293    1.133
   90866    0.697    0.376   -1.159
   90867   -1.698   -0.431   -1.037
   90868    0.663   -0.190   -0.168
   90869    1.011   -0.095   -1.842
   90870   -0.392    0.226   -0.923
   90871   -0.092    0.135   -0.081
   90872   -0.433   -0.273    0.428
   90873    1.369    0.033   -1.670
   90874   -0.034    0.586   -0.438
   90875   -0.077   -1.079   -0.403
   90876   -0.673    0.048   -0.069
   90877   -0.909   -0.284   -0.999
   90878   -1.886    0.076    0.167
   90879   -3.319   -0.577    0.815
   90880   -0.585    0.904   -0.555
   90881   -1.203    0.686   -1.028
   90882    0.495    0.350   -1.044
   90883   -1.099    0.931   -0.429
   90884    1.408    0.888   -1.079
   90885    1.010   -0.035   -0.693
   90886   -1.099   -0.248   -0.266
   90887    1.935    1.077   -1.681
   90888    1.989   -1.793   -0.704
   90889    0.966   -1.091   -1.245
   90890    0.211   -0.387   -0.142
   90891    0.804   -0.543    0.004
   90892    0.368    0.954   -0.474
   90893   -1.106   -0.167    0.238
   90894    1.555   -1.184    0.842
   90895   -0.940    2.143   -0.497
   90896   -1.567    0.052    0.549
   90897   -0.318    1.083    0.804
   90898   -0.405    1.553   -0.801
   90899    4.071    1.854    0.387
   90900    1.415    1.659   -1.264
   90901    2.920    1.148    1.649
   90902    1.106    2.689    1.189
   90903    0.492   -0.476   -1.342
   90904    0.518    0.502    0.673
   90905    3.866    0.759   -1.328
   90906    1.454    0.871    0.208
   90907    1.237    0.299   -2.381
   90908   -0.581    1.156   -0.939
   90909    0.662    1.408   -2.093
   90910   -0.829    2.041   -0.983
   90911   -1.077    0.392   -0.243
   90912   -2.081    1.347    1.261
   90913   -0.941   -0.542   -1.455
   90914    0.171    0.076   -0.366
   90915    0.584   -0.500   -0.376
   90916   -0.321    1.235    0.680
   90917   -0.475   -0.394    1.828
   90918   -1.793    0.967   -0.258
   90919    1.141   -0.225   -0.332
   90920    0.673   -0.027    0.224
   90921    0.568    0.676    0.680
   90922    2.412    0.549   -2.254
   90923   -0.433   -1.151   -0.124
   90924    0.070    0.794    1.622
   90925    0.689    0.838    0.199
   90926   -1.117    0.701   -0.881
   90927   -0.592    0.568    1.054
   90928   -0.724   -1.329    0.744
   90929   -0.465    1.441   -0.768
   90930   -0.836    0.283    0.901
   90931    1.312   -0.080   -0.407
   90932    0.044   -0.381    0.749
   90933    0.292    0.323    0.547
   90934    1.444    1.453    0.171
   90935    0.019    1.497   -0.334
   90936    0.653    0.284   -0.300
   90937    2.798    0.824   -0.028
   90938    1.909   -0.864    0.472
   90939    1.027    0.347    0.477
   90940    3.800    1.541   -1.660
   90941    1.438    0.977   -1.309
   90942    0.392    0.731    0.011
   90943    0.332    0.931    1.255
   90944   -0.456    0.530    0.648
   90945    1.226    0.208    0.128
   90946    2.165    0.308   -0.473
   90947    1.708    0.499   -0.753
   90948   -0.852    2.004   -0.159
   90949    0.706    1.011    0.497
   90950   -0.315    1.469    0.780
   90951    0.320    1.226    0.726
   90952   -1.271    0.511    1.620
   90953    1.720    1.088   -2.037
   90954    0.827    1.421    0.289
   90955   -0.647    0.063    0.874
   90956    1.396    1.358    1.618
   90957    1.208    0.950   -0.659
   90958    1.106   -0.118    1.441
   90959   -0.347    1.005    1.191
   90960   -0.463    2.289   -0.508
   90961   -2.543    0.539   -1.025
   90962    0.381   -0.651    0.662
   90963    0.318    0.043   -1.181
   90964    0.026    0.015    0.179
   90965   -0.107    1.110    1.383
   90966    2.709   -0.236   -0.418
   90967    1.383   -0.263   -0.580
   90968   -0.457   -0.100   -0.371
   90969    0.821   -0.401    0.222
   90970    1.486    0.147    1.467
   90971   -0.364    0.064    1.702
   90972    0.552   -0.012    0.140
   90973    1.450    0.174    1.859
   90974    0.227    1.323   -2.512
   90975    0.880    0.709   -0.529
   90976    0.751   -0.423   -0.259
   90977    0.118    0.559   -0.237
   90978    2.137    2.965   -3.964
   90979    1.055    0.912    0.377
   90980   -0.148    0.053    0.564
   90981   -1.225    0.053    0.212
   90982   -1.159    1.463    1.179
   90983    2.986    0.787   -2.018
   90984    3.610    0.101    0.220
   90985   -0.280    0.237   -0.147
   90986    2.305    1.749    0.750
   90987   -0.464    3.041    1.833
   90988   -0.984    2.048    0.167
   90989   -0.381    0.051    1.125
   90990    0.796    0.528    1.365
   90991   -1.782    0.681    1.674
   90992   -2.437    1.255    2.424
   90993   -1.890    2.041    1.046
   90994   -1.435    2.168    1.464
   90995   -0.875   -0.172    1.842
   90996   -2.790    0.139    2.396
   90997   -0.012    3.115    0.302
   90998    0.121    0.813    0.063
   90999   -0.055    1.103    1.772
   91000    1.294    0.658   -1.076
   91001   -0.303   -0.339    0.717
   91002    3.159    0.942   -0.147
   91003    0.573    1.399   -0.421
   91004    0.014   -0.057    0.709
   91005    0.937    0.507   -0.083
   91006   -1.733    0.503   -0.059
   91007    2.936    1.768   -2.053
   91008    1.125    2.593    0.655
   91009    1.002    1.310    1.409
   91010   -1.481    0.660    0.376
   91011    2.586   -0.416    0.441
   91012   -0.002    1.014    0.946
   91013    0.014   -0.090    0.221
   91014   -1.375    0.497   -0.431
   91015   -1.967   -0.474    1.279
   91016    2.003    0.911   -2.562
   91017   -0.156    0.523    0.393
   91018   -1.340    0.568   -1.272
   91019   -1.790    0.375   -0.961
   91020    1.117   -0.093   -2.313
   91021    1.271   -1.347    0.829
   91022    0.421    1.556    0.036
   91023   -0.341    1.511   -1.377
   91024   -2.121    0.976    0.038
   91025   -1.062    0.069    1.615
   91026   -2.214    1.547    0.081
   91027    0.482    1.613    0.620
   91028   -2.219    0.418    1.553
   91029   -0.686   -0.016    1.515
   91030    0.136    1.360   -1.897
   91031   -2.010    2.046   -0.799
   91032   -0.754    1.460   -0.227
   91033   -1.426    1.249    0.590
   91034   -2.486    1.419   -0.760
   91035   -1.612   -0.145    0.434
   91036   -0.543    1.503   -2.185
   91037   -0.195    0.231   -0.553
   91038   -0.716    0.663   -0.744
   91039   -1.903    0.416   -0.098
   91040   -0.679    0.981   -1.365
   91041   -0.137    2.400   -0.947
   91042   -0.468    0.515   -0.752
   91043    0.629    1.392    1.412
   91044   -0.875    2.625    0.999
   91045    0.514    2.026    0.683
   91046   -0.389    0.497   -0.338
   91047   -0.532    1.246   -1.349
   91048   -1.450    0.809   -0.079
   91049    0.294   -0.497    0.103
   91050    0.163   -0.222   -0.868
   91051   -0.884    2.308   -0.449
   91052   -1.309    1.874   -1.575
   91053   -1.746    1.897    0.329
   91054   -1.174    1.051    0.837
   91055   -1.206    1.414    1.661
   91056   -0.500    0.291    1.660
   91057    0.971    1.471   -0.508
   91058    0.507    0.015   -1.638
   91059    0.974    0.355   -0.731
   91060   -1.556    0.161   -0.952
   91061   -3.249    2.831    1.491
   91062   -0.995    0.956   -0.083
   91063    0.032    1.282    0.037
   91064   -0.939    0.997    0.541
   91065   -0.343    1.879   -0.702
   91066   -0.586    1.469    0.757
   91067   -1.763    0.693   -0.320
   91068   -2.862    1.108    0.050
   91069   -1.252    0.051   -2.785
   91070   -2.937    2.456   -0.436
   91071   -2.381    1.430    0.082
   91072   -0.253    1.964    0.175
   91073   -0.215    1.078    0.405
   91074   -1.613   -0.493   -0.160
   91075   -1.062    0.708    1.017
   91076   -0.423   -0.388    0.488
   91077    1.329    0.883   -0.262
   91078   -0.189    1.592   -2.009
   91079   -1.236    1.021   -0.208
   91080   -1.137    1.371    0.456
   91081   -0.656    2.660    0.082
   91082    1.069    2.841   -0.809
   91083   -1.500    1.624    0.758
   91084   -1.267    0.415    0.426
   91085   -0.807    0.117    1.262
   91086   -0.801    1.192    0.935
   91087   -0.619    0.116   -0.665
   91088   -0.997    0.656   -1.117
   91089    1.437    0.670   -0.535
   91090    0.650    1.376   -1.389
   91091   -0.984    2.317   -0.169
   91092   -1.045    1.876   -0.866
   91093    0.197    1.737   -1.755
   91094   -0.095   -1.547   -1.043
   91095   -3.593    2.967   -0.323
   91096    0.141    1.093   -1.010
   91097   -0.174   -0.282   -0.754
   91098   -0.095    1.395   -0.911
   91099   -1.507    1.891    0.270
   91100   -1.731    1.309    0.360
   91101   -2.020    0.452    0.018
   91102    0.053    1.192    0.784
   91103   -1.283    0.975    0.473
   91104   -1.468   -1.640    1.059
   91105    0.039    1.174   -0.845
   91106   -0.331    0.620    0.526
   91107   -1.674    0.244    0.509
   91108    0.831    1.676   -1.173
   91109   -1.941    2.260    0.582
   91110   -2.362    0.494    0.297
   91111   -3.634    1.382    0.881
   91112   -2.590    0.488    1.176
   91113   -2.513    0.210    1.452
   91114   -1.549    2.434    1.125
   91115   -0.804    0.018    0.276
   91116   -1.830    1.171    2.720
   91117   -2.893    0.872    0.359
   91118   -1.142    1.987    2.247
   91119   -4.014   -0.877    0.983
   91120   -0.014   -0.257   -0.452
   91121   -0.874    1.885    0.200
   91122   -0.293    0.949    0.999
   91123   -1.457    0.109    2.683
   91124   -0.992    1.131    0.220
   91125   -0.343    0.280    0.381
   91126   -1.471    2.521    0.672
   91127    1.124    0.434    0.223
   91128    0.299   -0.198    1.181
   91129    0.429    2.244    0.686
   91130   -1.116    1.509    2.652
   91131    0.442    1.072    0.075
   91132   -0.366    1.097    1.855
   91133    0.963   -0.391    0.291
   91134    0.934   -1.354    0.029
   91135    1.136   -0.724   -0.994
   91136    0.986   -0.758   -0.809
   91137    0.128    0.235   -1.174
   91138   -1.286    1.319    0.681
   91139   -0.947   -0.455   -0.755
   91140   -1.053    1.225    0.020
   91141   -0.078    0.638    0.686
   91142    0.705    0.932   -0.538
   91143   -1.302    1.136   -0.488
   91144    0.119    0.114    0.168
   91145    0.997   -0.671   -1.045
   91146   -0.874   -1.145   -0.665
   91147   -0.142    0.332   -0.844
   91148   -0.180    0.119   -0.540
   91149   -0.996    1.102    0.132
   91150   -1.002    1.641   -3.073
   91151   -0.552    0.773   -1.678
   91152   -0.956    0.069    0.040
   91153    0.228    0.091   -0.463
   91154   -1.732    0.425    1.195
   91155    0.022    1.062   -0.621
   91156   -0.464    2.626    1.366
   91157    0.740   -0.270   -0.561
   91158    1.312   -0.323   -0.892
   91159    0.234   -0.006   -0.206
   91160    1.563    0.133    0.602
   91161    1.483   -0.608   -0.523
   91162   -0.335    0.165   -1.319
   91163   -1.439    0.715   -0.432
   91164   -1.720   -0.488   -0.540
   91165   -2.014    2.551   -2.594
   91166    1.190   -1.709   -0.899
   91167    0.894   -0.326   -0.427
   91168   -1.077    0.770    1.042
   91169   -0.462    0.476    1.676
   91170   -1.737    2.759    1.862
   91171    1.063   -0.047    0.100
   91172   -0.059    1.077    1.434
   91173   -0.190    0.522    0.798
   91174    0.169    0.599    0.580
   91175   -1.332   -0.953    2.334
   91176   -0.371   -1.142   -0.282
   91177    1.517    1.546   -0.291
   91178    2.034    0.239    1.120
   91179    3.812   -0.657    1.558
   91180   -0.096   -0.651    0.768
   91181    1.609   -0.585    0.581
   91182    0.730   -0.337    0.106
   91183    1.901   -0.758   -0.275
   91184    1.459    0.799   -0.560
   91185    0.238   -0.173   -0.325
   91186    1.250   -0.560   -0.301
   91187    2.629    1.481    0.385
   91188    1.235    0.490    1.063
   91189    0.757   -0.192    0.920
   91190   -0.607    0.739    1.099
   91191    2.326    1.648   -0.612
   91192    0.439    0.913   -1.980
   91193    0.637    1.231   -1.258
   91194    1.416    0.015   -0.166
   91195   -0.060   -1.381   -0.216
   91196    0.114    0.470   -1.066
   91197   -1.577   -0.873    0.333
   91198   -1.671   -0.881    0.174
   91199    1.723    0.303   -1.400
   91200    1.733    0.053   -1.075
   91201   -0.137   -0.207   -0.602
   91202    1.322   -0.010    0.661
   91203   -0.220   -0.044    0.302
   91204    0.588   -1.838   -2.081
   91205    0.001   -0.759   -1.369
   91206   -0.837   -0.046    0.182
   91207   -1.603    0.790    0.014
   91208    0.551    0.098   -0.451
   91209    0.299    0.472   -0.520
   91210   -2.802    0.685    2.075
   91211   -2.820    0.700    1.120
   91212   -1.339    0.136   -0.241
   91213    0.680    0.397    0.546
   91214   -1.961    0.920    1.904
   91215    1.264    0.686   -0.639
   91216   -1.277    1.912   -1.046
   91217   -0.828    2.764   -0.260
   91218   -1.951    0.854    1.138
   91219   -0.818    1.045   -0.661
   91220   -0.585    1.500   -0.677
   91221   -0.861    0.065   -0.442
   91222   -0.999   -0.400    0.107
   91223   -0.081    1.224    0.938
   91224    0.915   -0.364    0.047
   91225   -0.438    0.087    1.322
   91226    0.274   -0.490    1.223
   91227    1.270    1.393   -1.372
   91228    1.817    0.177   -2.256
   91229   -0.480    1.922    0.758
   91230   -0.335   -0.203   -0.109
   91231   -1.837    1.609    0.866
   91232    0.089    1.912   -0.550
   91233    0.859    0.183   -0.231
   91234    0.161   -0.232   -0.397
   91235    0.298   -0.347    0.867
   91236    1.051    0.731    0.402
   91237   -0.337    0.236    0.341
   91238   -0.004    1.080    0.740
   91239   -0.835    1.771   -0.773
   91240   -0.319    1.016   -0.201
   91241    0.454   -0.149   -0.600
   91242   -0.524   -0.009   -0.130
   91243   -0.095    0.976    0.178
   91244   -0.860    0.324    0.233
   91245   -0.207    0.378   -0.570
   91246    0.308   -0.976   -1.928
   91247   -0.161    1.297   -0.013
   91248    0.784    1.632   -1.125
   91249   -0.556    2.398    0.054
   91250   -0.332    0.226    0.485
   91251   -0.652    1.428   -1.218
   91252    0.295   -0.129   -0.432
   91253   -0.939   -0.253    0.063
   91254   -0.042    0.679    0.173
   91255   -0.880    1.865    0.180
   91256   -2.452    0.940    1.297
   91257    0.329    0.213   -0.908
   91258   -0.058    0.417    0.159
   91259    0.656    0.991    0.248
   91260   -1.050    0.458   -0.051
   91261   -0.465    1.308   -0.386
   91262    0.518   -0.784   -0.597
   91263   -0.978    1.515   -0.500
   91264   -1.106    0.081    0.568
   91265    1.227   -0.261   -1.963
   91266   -2.542   -2.288    0.808
   91267   -2.073    0.239   -1.123
   91268   -2.816   -1.151   -0.252
   91269    0.827   -0.800   -0.163
   91270    0.899   -1.459   -0.702
   91271    0.876    0.440    0.841
   91272    0.579    1.694    0.408
   91273    0.170    0.010    1.069
   91274    0.691   -0.528    1.424
   91275    0.913   -0.211   -0.881
   91276    0.194   -0.470    0.633
   91277   -1.472    0.034    0.170
   91278    1.385    0.998   -1.466
   91279    2.407    0.061    0.154
   91280    1.387   -0.612   -0.088
   91281    0.620    0.409   -1.385
   91282    1.175    1.461   -0.627
   91283    0.894    0.890    0.883
   91284    0.652    0.379   -0.342
   91285    1.776   -0.254   -1.698
   91286    0.658   -0.537    0.519
   91287    2.553   -0.209   -1.145
   91288    1.306    0.851    0.412
   91289   -0.559    0.576   -0.053
   91290    0.283   -0.075   -0.883
   91291    1.171    1.834   -0.221
   91292    1.504   -0.278   -1.934
   91293    1.230    0.142    0.524
   91294   -0.713    0.363   -0.853
   91295    2.354    0.644    0.301
   91296    1.358    0.443    1.439
   91297    1.436    1.882   -0.190
   91298    1.887    0.713   -1.090
   91299    0.427    2.296    0.237
   91300    3.081    0.662   -0.839
   91301    1.515    1.148   -1.742
   91302    2.093    0.415   -0.616
   91303    1.814    0.585   -0.899
   91304    0.389    1.205    2.361
   91305    1.171   -0.458    1.206
   91306    0.525    0.007    0.216
   91307   -1.312    0.325    1.897
   91308   -2.364    1.289    1.538
   91309   -1.224    0.062    1.930
   91310   -0.853   -0.133    1.341
   91311   -0.678   -0.219    1.407
   91312   -0.658    0.778   -0.014
   91313   -0.023    0.971   -2.489
   91314    0.301   -0.673   -1.077
   91315   -1.135   -0.638    1.223
   91316   -1.877   -0.690    2.090
   91317   -1.992    0.579    0.229
   91318   -0.622    1.204   -0.394
   91319   -0.483    0.429   -1.070
   91320   -1.120   -0.052   -0.302
   91321   -2.143    0.221   -0.439
   91322   -2.296    0.873    1.816
   91323   -1.194   -1.101    0.752
   91324   -1.314    0.297    0.619
   91325   -1.109   -1.611    0.282
   91326   -1.709   -1.404    0.616
   91327   -2.622    0.962    2.085
   91328   -1.898   -0.804    1.669
   91329   -2.477   -0.005    1.566
   91330   -0.659   -0.065    0.277
   91331   -2.248    1.880   -0.558
   91332   -1.366    0.858   -1.147
   91333   -1.515    0.462   -0.682
   91334    0.167   -0.193   -0.277
   91335    0.883   -0.018    0.975
   91336   -0.240    0.305    0.454
   91337   -2.006    0.699    1.318
   91338   -0.250    0.620    0.995
   91339    0.211    1.317   -0.575
   91340   -1.141   -0.029    0.720
   91341   -1.104    0.088    0.287
   91342   -0.972    0.021   -0.223
   91343    0.578   -0.656    0.983
   91344    0.495   -2.063    0.372
   91345    0.565   -0.822    0.435
   91346   -0.500   -0.864    1.734
   91347   -0.406   -1.347    1.219
   91348   -1.759    0.554    0.476
   91349   -0.431   -0.383   -0.094
   91350    0.110    0.112    0.981
   91351    0.284    0.311    0.640
   91352    1.665    0.296    0.138
   91353    1.751    0.500   -0.252
   91354   -2.989    0.930    0.779
   91355   -2.659   -0.319    1.464
   91356   -1.027    1.516   -0.011
   91357   -0.139   -0.052   -0.465
   91358   -0.115   -0.435   -0.014
   91359   -2.453    0.914   -0.219
   91360   -0.482   -0.728    0.850
   91361   -1.510    0.227    1.922
   91362   -1.247   -0.083    0.011
   91363   -1.004   -0.281   -0.766
   91364   -0.990    0.356    0.621
   91365    0.195   -1.612   -0.977
   91366   -0.490   -0.372    0.888
   91367    0.134   -0.169    0.468
   91368    0.041   -2.846    1.891
   91369    1.137   -2.857    1.161
   91370    0.901   -1.182   -1.244
   91371    2.435   -1.142    0.225
   91372   -0.831   -0.427    0.692
   91373   -0.376   -0.796    0.691
   91374    0.211   -0.547   -0.326
   91375   -0.764   -1.078    0.369
   91376   -0.320   -1.865   -0.572
   91377   -0.069   -1.602    0.098
   91378   -0.287   -1.604   -0.486
   91379   -0.013   -2.011    1.404
   91380   -0.026   -1.273    0.368
   91381    1.808    0.744   -1.833
   91382    0.508   -0.815   -0.570
   91383   -1.262   -1.465    1.603
   91384   -0.083    0.203    0.084
   91385    1.189   -1.317    0.090
   91386    2.729   -1.632   -0.628
   91387    0.903   -1.476    1.479
   91388    0.592   -1.591    2.702
   91389    2.343   -0.923   -0.059
