#Frame      Mode1    Mode2    Mode3
   37173    3.329   -0.727    0.309
   37174    2.185   -0.084    1.460
   37175    2.768    1.756   -0.635
   37176    1.410    0.231   -0.754
   37177    3.182    0.788   -1.215
   37178    3.945    1.065   -1.640
   37179    2.365    1.449    1.115
   37180    2.302    0.154    0.027
   37181    2.621    1.363    0.082
   37182    2.638    0.017    0.066
   37183    3.051   -0.112    0.487
   37184    5.159   -2.747    0.324
   37185    4.456   -1.592    1.068
   37186    3.186    1.034    0.363
   37187    1.330    1.346   -0.063
   37188    1.619    1.624    1.985
   37189    1.166    1.671    1.003
   37190    2.295    1.248   -0.044
   37191    2.362   -0.487    0.484
   37192    0.073   -0.496    1.023
   37193    0.462    1.186    1.251
   37194    0.763    0.464    2.506
   37195    2.828   -1.937    1.800
   37196    3.101   -1.342    1.253
   37197    4.082    0.481    0.415
   37198    2.486   -0.381   -0.114
   37199    1.934    0.296    0.950
   37200    2.869   -2.124    1.672
   37201    2.659   -1.570    1.918
   37202    1.986   -2.905    2.168
   37203    2.723   -1.113   -0.508
   37204    2.555   -1.832    0.500
   37205    2.375   -1.464    0.763
   37206    2.110   -1.657    1.728
   37207    1.284    1.813    2.161
   37208    2.269    0.860    0.662
   37209    1.640    1.445    0.407
   37210    2.807   -0.296    0.567
   37211    1.626    0.924    1.351
   37212    2.202   -1.638    1.229
   37213    0.340   -1.255    1.879
   37214    2.468   -3.478    2.323
   37215    1.969   -1.910    2.899
   37216    1.484    0.406    2.087
   37217    0.312    0.234    1.436
   37218    2.618   -0.375    0.999
   37219    1.088    2.241   -0.279
   37220    5.083    0.891   -0.248
   37221    2.092   -0.994    0.975
   37222    2.372   -1.050    0.817
   37223    2.642   -0.380    0.180
   37224    0.966    0.000    0.735
   37225    1.657   -1.062    1.980
   37226    4.148   -1.162    0.294
   37227    2.065    0.222    0.620
   37228    3.035   -0.913    1.754
   37229    2.463   -1.661    1.699
   37230    4.028   -2.411    0.897
   37231    2.827   -1.789    1.070
   37232    2.921   -1.765    3.352
   37233    1.626   -1.746    1.420
   37234    3.305   -1.731    0.674
   37235    3.790   -1.360    0.249
   37236    4.248   -1.770    2.125
   37237    3.699    0.411    1.307
   37238    2.462    1.363   -0.251
   37239    3.185    0.544    1.608
   37240    3.029    1.177    0.819
   37241    3.256   -0.050    1.548
   37242    3.536   -0.555    1.164
   37243    3.030   -0.541    0.874
   37244    2.640    0.834   -0.006
   37245    4.147    0.276    0.118
   37246    3.780    0.056   -0.617
   37247    4.943    0.303    0.147
   37248    2.566    1.843   -1.805
   37249    2.879    0.695    0.057
   37250    3.629    2.204   -0.530
   37251    1.986   -1.283    0.810
   37252    2.948   -0.545   -0.384
   37253    1.728   -1.378    0.704
   37254    4.057   -1.852   -0.781
   37255    4.827    0.985   -1.188
   37256    3.041    1.824    0.911
   37257    1.345    1.662    1.563
   37258    2.653    0.430    0.719
   37259    4.680    1.098   -0.796
   37260    3.114    1.018   -0.338
   37261    3.215   -0.218   -1.222
   37262    5.414    0.753   -0.261
   37263    2.890    0.074    0.351
   37264    1.214    2.252    2.144
   37265    2.300    0.601    1.120
   37266    1.212    2.124    1.940
   37267   -0.496    1.697    2.149
   37268    3.028   -2.089    0.496
   37269    3.417   -0.081   -0.398
   37270    2.309   -1.356    1.232
   37271    3.968   -0.666    0.720
   37272    3.895   -1.576    0.772
   37273    2.893   -0.235    0.758
   37274    3.770   -1.156    3.049
   37275    3.244    0.223   -0.412
   37276    2.030   -0.227    0.928
   37277    2.215   -0.862    0.656
   37278    2.810    1.140    1.912
   37279    4.805   -0.848    0.937
   37280    3.387    0.059    1.116
   37281    1.527   -1.248    1.113
   37282    1.692   -0.361    0.115
   37283    3.265   -0.794    1.420
   37284    3.434    0.109    0.784
   37285    2.962   -0.782    0.902
   37286    3.091    1.072    0.619
   37287    4.144    0.730    0.255
   37288    5.811    1.395    2.850
   37289    4.498    0.138   -0.378
   37290    2.688   -1.337    3.259
   37291    3.850   -1.990    0.871
   37292    3.079   -2.179    2.361
   37293    4.881   -0.623   -0.084
   37294    2.713   -1.541    1.484
   37295    0.063    0.555    0.228
   37296    3.384   -1.176    2.109
   37297    1.641   -0.703    2.215
   37298    3.232   -0.994    1.123
   37299    1.268   -0.994   -1.431
   37300    1.261   -1.126   -1.844
   37301    1.024    1.707    0.679
   37302    0.915   -1.334    0.075
   37303    1.101   -0.451    1.119
   37304   -0.015    2.496    1.215
   37305    3.349   -0.038    0.750
   37306    1.017   -1.246    0.945
   37307    2.437    0.073   -0.249
   37308   -0.465    0.728   -0.366
   37309   -2.266    1.609    1.744
   37310    1.323   -1.957   -1.124
   37311    0.706    0.205    1.207
   37312    2.151   -1.160   -0.424
   37313   -0.664   -0.450   -0.465
   37314    0.061   -1.167    1.749
   37315    2.556   -0.681    2.351
   37316    2.073   -0.169    2.092
   37317    4.121   -1.335   -0.729
   37318    2.184   -0.970    0.282
   37319    1.764   -2.418    0.698
   37320    3.407    0.135    0.146
   37321    1.836   -1.332   -0.191
   37322    2.329   -0.393    0.772
   37323    2.056   -1.329    1.838
   37324    2.923   -1.584    2.120
   37325    1.329   -1.481   -0.139
   37326    2.908    0.529   -1.591
   37327    3.222   -1.450   -1.868
   37328    4.033   -0.417   -0.436
   37329    3.987   -1.570   -1.937
   37330    3.217    0.052   -1.987
   37331    2.373   -2.500    2.361
   37332    3.845   -2.209    0.482
   37333    4.745   -1.339   -2.810
   37334    5.082   -0.473   -1.961
   37335    3.400   -0.642   -2.122
   37336    6.699   -2.654   -1.392
   37337    4.041   -2.588   -0.414
   37338    3.001   -1.776    0.301
   37339    0.168   -3.200    1.759
   37340    3.780   -1.254   -0.767
   37341    3.282   -4.687   -0.909
   37342    2.996   -3.112   -1.011
   37343    2.376   -1.391   -0.895
   37344    3.382   -0.439   -2.940
   37345    1.088   -0.760   -1.846
   37346    5.240   -0.990    0.338
   37347    4.598   -0.555   -1.853
   37348    4.189   -4.741   -0.020
   37349    4.898   -4.559   -1.931
   37350    2.725   -3.261    0.868
   37351    2.223   -3.536    0.132
   37352    3.624   -1.412   -1.294
   37353    3.898   -2.336   -0.391
   37354    2.372   -2.526   -2.029
   37355    4.136   -2.689   -2.014
   37356    3.830   -0.197   -2.630
   37357    3.999   -0.465   -2.465
   37358    3.100   -1.281   -0.879
   37359    4.217   -2.272   -2.860
   37360    5.010   -2.312   -3.542
   37361    4.607   -4.412   -0.791
   37362    4.275   -2.567   -2.767
   37363    5.269   -1.085   -4.719
   37364    3.744   -3.715   -0.688
   37365    4.294   -2.266   -3.044
   37366    4.497   -2.593   -2.011
   37367    3.312   -2.646   -0.507
   37368    2.716   -1.984   -1.595
   37369    1.558   -2.651    0.113
   37370    3.141   -1.161    1.175
   37371   -0.427   -0.812    1.360
   37372    0.569   -0.914    1.002
   37373    0.887   -2.594   -0.056
   37374    2.227   -1.370   -1.251
   37375    3.092    0.139   -1.411
   37376    2.347   -1.699   -0.726
   37377    0.187    1.439    0.220
   37378    1.721    0.711    1.005
   37379   -0.516    2.841    1.671
   37380    1.853   -0.357    1.010
   37381    2.915   -1.249    1.943
   37382    2.482   -0.876   -0.511
   37383   -0.258    0.176   -0.489
   37384    1.161   -0.210    0.918
   37385    0.554   -0.640   -0.007
   37386    3.450    0.260    1.309
   37387    3.410   -1.691    1.591
   37388    0.729    0.009    2.684
   37389    0.781    0.275    2.218
   37390    0.588   -1.646    1.075
   37391   -0.102   -1.505    0.327
   37392    1.802   -0.716    0.823
   37393    0.038   -1.777    1.808
   37394    2.533   -1.407    0.130
   37395    2.610   -1.147    0.933
   37396    0.268   -0.799   -0.875
   37397    0.805    0.035    1.590
   37398   -0.310   -0.388    2.898
   37399    0.620    0.074   -0.832
   37400    3.112    1.241    0.924
   37401    2.089    1.360   -1.194
   37402    0.316    0.370    1.010
   37403    1.765   -1.590   -0.651
   37404    0.706   -1.603    3.053
   37405    1.267   -0.249    2.513
   37406    1.619    0.505    2.223
   37407    3.367   -1.213    2.033
   37408    2.173   -2.902   -0.067
   37409    2.508    1.889    1.340
   37410    1.491    0.231   -1.121
   37411    0.496    1.594   -0.369
   37412    1.119   -1.245   -0.642
   37413   -0.008   -0.707    1.744
   37414    0.229   -0.137   -0.188
   37415    0.246    0.718   -0.825
   37416    1.084    0.596    0.053
   37417    1.782   -1.225   -0.406
   37418    3.035    0.585    1.488
   37419    1.205   -0.466    0.049
   37420   -0.177    0.029    0.254
   37421    1.877   -1.003    0.457
   37422    3.094   -0.459    0.206
   37423    2.018   -0.265   -0.626
   37424   -0.080   -0.074   -1.090
   37425    0.012   -1.318    0.856
   37426    1.110   -1.292    0.783
   37427    0.571    2.108   -1.303
   37428    2.803   -0.096   -0.810
   37429    2.918    1.606    0.623
   37430    0.958    0.569    0.024
   37431    1.530    0.125    1.592
   37432    2.274    0.889    0.692
   37433    5.059    1.918    0.079
   37434    1.771   -0.657   -0.225
   37435    2.677    0.574   -2.898
   37436    2.933   -1.222    0.177
   37437    4.145    1.080   -0.946
   37438    2.187    3.526    1.507
   37439    0.151   -0.032    0.079
   37440    1.890   -0.160    0.714
   37441    2.121   -2.460    1.655
   37442    0.358   -1.062    1.288
   37443    2.266   -0.411    0.782
   37444    3.190   -1.503   -0.844
   37445    0.793    0.218    2.660
   37446    2.765   -2.688   -1.253
   37447    0.961   -0.317   -0.756
   37448    1.584   -1.135    1.069
   37449    1.637   -0.227   -0.412
   37450    1.660   -1.176    0.151
   37451    2.153   -0.751    0.453
   37452    2.629    0.126   -1.657
   37453    2.931   -0.987    0.024
   37454    2.530    0.214   -0.345
   37455    2.377   -0.006   -0.491
   37456    1.851    1.131   -0.159
   37457    0.772   -2.006    0.289
   37458    1.955    0.196    0.123
   37459    1.497   -0.508    0.783
   37460   -0.317    0.153    1.930
   37461    1.094    1.182   -0.716
   37462    0.926    2.106   -0.478
   37463    0.649    0.742   -0.849
   37464    0.606    2.017    0.259
   37465    3.026    1.085    0.309
   37466    1.548    1.564    1.474
   37467   -0.760    1.604    2.080
   37468   -0.351    0.241    0.938
   37469    3.289   -1.078   -2.164
   37470    2.067   -0.776   -2.565
   37471    0.676    0.990   -2.440
   37472    0.657   -1.172   -1.651
   37473    2.046   -1.066    0.097
   37474    0.418    0.710   -1.235
   37475    0.638    0.980    0.437
   37476    0.723    0.802   -0.595
   37477    0.994   -0.042   -0.909
   37478   -0.015    0.824   -1.519
   37479    1.163    0.593   -2.056
   37480    2.345   -1.766   -0.252
   37481    2.639   -0.136   -1.439
   37482    0.513    0.397    1.577
   37483    0.950   -0.118   -1.084
   37484    0.599    0.311    1.012
   37485    0.305   -1.221   -0.262
   37486    1.740    1.461   -1.721
   37487   -0.246    0.780   -0.870
   37488    0.841    2.786   -3.272
   37489    1.671   -0.684   -0.751
   37490    1.337    0.334   -1.690
   37491    0.516   -0.680   -1.731
   37492    1.170   -0.187   -2.036
   37493   -0.216   -1.760   -0.370
   37494    1.172   -1.272   -0.477
   37495    0.356    0.298   -0.612
   37496    0.825    1.620    0.431
   37497    2.961   -0.962    1.536
   37498    3.024   -0.209    0.643
   37499    1.884    0.205    0.630
   37500    0.996    0.348   -1.038
   37501    3.570    0.325   -0.170
   37502    2.230    0.369   -0.348
   37503   -0.548    0.150   -1.236
   37504    0.761    0.518    1.606
   37505    2.795   -0.311    1.749
   37506    1.207   -1.528    0.543
   37507    0.076   -0.733   -0.733
   37508    1.918    0.404   -0.434
   37509   -0.539    2.671   -0.230
   37510    1.972   -1.576   -1.414
   37511    1.351   -1.442    0.389
   37512   -0.601    1.198   -0.551
   37513    0.243    0.397    0.096
   37514    1.872   -1.667    1.244
   37515    1.841   -1.967    0.659
   37516    2.660   -0.476    0.271
   37517    1.772   -0.001   -1.037
   37518    0.888   -1.095    1.300
   37519    0.959   -0.099    1.174
   37520    2.088    0.470    0.862
   37521    1.764    1.360   -0.922
   37522    3.706   -1.133    0.265
   37523    2.681   -2.548    0.106
   37524    2.012    0.442   -3.119
   37525    2.327   -1.725   -0.954
   37526    1.273   -3.537   -0.418
   37527    3.622   -1.754   -0.315
   37528    1.578   -0.249   -0.978
   37529    1.316    0.224   -0.113
   37530    2.945    0.972   -2.653
   37531    1.282    0.333    0.182
   37532    1.238    0.925    0.113
   37533    0.974   -0.630    0.130
   37534    2.420    0.393    1.099
   37535    4.968   -0.408   -0.161
   37536    2.097   -0.155   -2.174
   37537    1.741    0.239   -0.938
   37538   -0.415   -0.585    1.693
   37539    3.675   -2.581    0.689
   37540    2.154   -0.842    2.091
   37541    4.148    2.724   -0.372
   37542    4.209    0.779    2.361
   37543    3.460    1.463    1.314
   37544    1.470    1.710    1.829
   37545    2.525   -0.552    1.788
   37546    2.065    0.591    1.273
   37547    1.507   -0.214    1.515
   37548    1.252    0.857   -0.518
   37549    3.574    0.811   -0.441
   37550    2.719   -0.635    1.650
   37551    2.589    0.175    1.649
   37552    4.093   -0.942    0.291
   37553    4.921   -1.148   -2.114
   37554    2.386   -0.342    0.296
   37555    2.076   -0.032   -0.907
   37556    3.979    0.162    1.109
   37557    1.135    0.894    0.883
   37558    3.168    0.037    0.913
   37559    4.180   -0.445   -0.364
   37560    3.257   -0.446   -0.338
   37561    2.884   -0.593    0.740
   37562    3.782   -1.096    0.090
   37563    3.163    0.366   -0.916
   37564    2.807   -0.872    0.253
   37565    1.225    0.042   -0.875
   37566    3.595    0.554   -0.560
   37567    2.172   -0.144   -0.274
   37568    1.783   -0.019    0.133
   37569    2.281    0.809   -1.726
   37570    3.570    0.071   -0.890
   37571    2.043    2.001   -0.497
   37572    2.061   -0.354   -0.426
   37573    1.477   -0.858    0.033
   37574    2.637   -0.993   -0.474
   37575    3.829    0.050    0.820
   37576    2.674    0.317    0.496
   37577    2.771   -0.993   -1.256
   37578    2.581    0.402    0.339
   37579    3.019    1.174    2.070
   37580    3.441    1.367    0.077
   37581    3.381    2.208    1.374
   37582    1.883    1.406    0.067
   37583    1.529    0.897    1.770
   37584    2.809    1.146    0.573
   37585    2.619    0.602    0.266
   37586    2.988   -1.722    1.899
   37587    4.035   -0.788   -0.027
   37588    3.284   -0.662    0.137
   37589    3.279   -0.690    0.662
   37590    1.180   -0.608    1.600
   37591    2.697   -1.703    0.636
   37592    2.386    0.604    0.414
   37593    2.986    0.010   -0.932
   37594    2.172   -0.074    0.263
   37595    1.505    0.058   -0.001
   37596    0.279    0.939    0.880
   37597    1.953    3.388    0.832
   37598    0.404   -0.830    1.288
   37599    3.332    1.696   -0.535
   37600    3.134   -1.303    1.682
   37601    1.734   -0.967    0.677
   37602    3.073    0.159    0.680
   37603    2.909   -0.826   -0.015
   37604    2.834   -0.257    0.109
   37605    2.685   -0.185    1.691
   37606    2.518   -1.074   -0.200
   37607    3.201   -0.084    1.197
   37608    1.434    0.504   -0.850
   37609    1.002    0.834    0.964
   37610    1.945    0.968   -0.177
   37611    1.914    0.030    0.392
   37612    3.101    0.418   -0.452
   37613    2.529    0.312    1.922
   37614    1.470   -1.060    0.444
   37615    3.239   -0.271   -0.828
   37616    2.949   -1.831    0.615
   37617    3.833    1.498   -0.306
   37618    2.620   -2.414   -0.371
   37619    2.575   -0.008   -0.234
   37620   -0.328   -0.581   -0.628
   37621    3.229    0.646    1.265
   37622    0.703   -1.398    1.948
   37623    1.850   -1.610    0.354
   37624    1.737   -0.130    1.208
   37625    2.121    0.003    0.709
   37626    2.557   -1.129   -0.307
   37627    1.603   -2.380    0.002
   37628    1.792   -1.003    1.474
   37629    1.197   -0.377    1.407
   37630    0.750   -1.567    1.020
   37631    1.602    0.340    0.078
   37632    2.060   -1.965    2.288
   37633    1.362   -0.903    1.585
   37634    2.158   -2.064    0.406
   37635    1.801   -0.387    0.052
   37636    0.394    0.504    2.158
   37637    1.848   -0.757   -0.996
   37638   -0.013   -1.489    2.797
   37639    0.900    0.984    0.866
   37640    1.139   -1.449    0.392
   37641    1.249   -0.909    1.027
   37642    3.695   -0.670   -1.697
   37643    2.424    1.651   -1.077
   37644    2.443    1.568   -0.147
   37645    1.585    1.246    1.048
   37646    1.020    2.128    0.116
   37647    1.424    1.492    0.451
   37648    1.482    0.633    1.446
   37649    3.285   -0.295    1.470
   37650    0.413    0.939    0.186
   37651   -0.283    1.250   -1.231
   37652    1.454   -0.601   -0.594
   37653    2.227   -0.180    1.734
   37654    0.518   -1.006    2.117
   37655    2.213    0.451    2.855
   37656    1.616    0.771    0.435
   37657    1.283    1.180   -1.003
   37658    2.192   -0.022    0.949
   37659    2.118    0.315   -0.216
   37660    3.082    0.403   -0.369
   37661    2.858   -0.334   -0.600
   37662    4.164    0.639    1.435
   37663    2.770   -0.818   -1.368
   37664    3.221   -0.880   -2.049
   37665    2.552    0.711   -1.682
   37666    2.256    0.741   -0.029
   37667    2.399   -0.028   -0.039
   37668    3.000    0.527   -0.377
   37669    2.851    0.180   -1.026
   37670    3.997    0.809    0.329
   37671    2.226   -0.165    1.253
   37672    0.284    1.415    0.813
   37673    2.867    1.285   -0.026
   37674    3.690    0.901   -1.454
   37675    2.305    1.067   -0.556
   37676    1.111    3.633   -0.948
   37677    1.295    2.578    1.190
   37678    0.017   -0.669    1.556
   37679    0.689    1.352    1.445
   37680    2.052   -0.493    1.522
   37681    2.668   -0.801   -0.086
   37682    3.061   -0.576    0.884
   37683    2.086    0.112    0.974
   37684    1.363   -1.782    1.518
   37685    0.332    2.521    0.226
   37686    2.040    0.460   -1.388
   37687    0.934    0.019    0.125
   37688    0.112   -1.232    1.509
   37689    0.298    0.880    1.567
   37690   -0.109   -1.032    2.460
   37691    1.240   -1.750   -1.417
   37692    1.677   -2.578   -0.555
   37693    1.567   -0.927   -2.367
   37694   -1.612   -1.129   -0.615
   37695    0.481   -2.488   -0.553
   37696    2.123   -1.889   -2.204
   37697    1.920   -2.160   -0.353
   37698    1.371   -2.255   -1.262
   37699    0.782    1.025   -0.976
   37700   -0.213   -0.806   -0.034
   37701    1.356   -0.638   -1.226
   37702    1.442   -0.881    0.298
   37703    0.919   -1.603   -1.285
   37704    0.379   -0.008   -1.175
   37705   -0.804   -0.997   -0.339
   37706    1.617   -1.100   -2.722
   37707    1.745   -0.089   -0.468
   37708    0.722   -0.404   -1.159
   37709    1.220   -1.619   -1.653
   37710    0.857    0.603   -0.229
   37711    0.743   -0.525   -0.255
   37712    1.645   -0.471   -0.276
   37713    2.719    0.814   -1.915
   37714    0.517    0.409   -0.730
   37715    2.237   -2.629   -0.090
   37716    1.519   -1.798   -1.494
   37717    1.541   -0.101   -0.205
   37718    2.656    0.575   -0.647
   37719    1.835   -0.150   -1.045
   37720    4.009   -1.953   -2.181
   37721    1.107    0.084   -1.273
   37722    2.866    0.439   -1.865
   37723    1.987   -0.288   -1.842
   37724    3.430   -2.375   -0.513
   37725    1.176    0.828    1.212
   37726    2.096    0.241    0.320
   37727    2.991    0.675   -1.684
   37728    0.697   -1.241   -0.279
   37729    0.475   -0.393    0.008
   37730   -1.315   -2.516    1.244
   37731    0.968   -2.855    0.268
   37732    1.402    0.231    0.204
   37733    0.182   -0.331   -0.894
   37734    0.865   -0.596    0.764
   37735    1.575    0.792   -1.671
   37736    0.165    1.731    0.008
   37737   -1.351    1.995    1.734
   37738   -2.045    1.082    0.371
   37739   -0.859    0.133    1.012
   37740    1.093    0.678    1.101
   37741   -0.821   -1.369    1.588
   37742   -0.742   -1.035    3.300
   37743    0.154   -0.880    0.888
   37744   -3.808    0.165    0.617
   37745   -1.406   -1.743    0.860
   37746   -0.746    1.133   -1.129
   37747   -2.261    0.308    1.638
   37748   -2.978    0.632   -1.841
   37749   -2.081    1.907   -0.756
   37750   -1.701    1.720   -1.448
   37751   -2.000    2.204    0.054
   37752   -2.340    1.674    0.339
   37753   -2.331    1.732   -2.812
   37754   -2.777   -0.012    0.316
   37755   -3.921   -0.115    1.623
   37756   -1.395    1.009   -1.246
   37757   -1.769    1.378   -1.297
   37758   -2.551   -0.079   -2.172
   37759   -2.177   -0.025   -1.886
   37760   -1.776    0.712    0.285
   37761   -0.627   -0.765   -0.171
   37762   -0.668    1.778   -0.265
   37763   -1.810   -0.101   -0.782
   37764   -1.430    1.134    0.057
   37765   -2.902   -1.369   -1.267
   37766   -3.102    0.149   -0.248
   37767   -0.464    0.634   -1.587
   37768   -2.153   -0.621   -2.378
   37769   -1.698   -0.061    0.691
   37770   -0.979    1.485   -1.437
   37771   -0.680    2.531   -0.644
   37772   -2.764    3.259   -1.559
   37773   -3.216    3.282   -0.640
   37774   -1.756    1.294   -1.620
   37775   -3.134    1.312   -2.438
   37776   -4.404    0.446   -3.812
   37777   -4.389    2.145   -0.000
   37778   -1.112    0.665   -2.514
   37779   -3.528    1.376   -0.944
   37780   -4.541    0.699   -1.261
   37781   -2.481    1.479   -2.745
   37782   -2.758    1.997   -1.193
   37783   -4.324    1.653   -0.635
   37784   -3.934    2.058    0.690
   37785   -3.389    2.017    0.666
   37786   -3.850    3.084   -0.524
   37787   -2.541    3.077   -1.558
   37788   -1.212    2.425   -2.584
   37789   -5.460    1.894   -0.007
   37790   -2.052    2.021   -2.198
   37791   -2.450    0.533   -1.713
   37792   -4.726    1.556   -2.991
   37793   -1.908    1.948   -3.334
   37794   -3.423    0.471   -3.140
   37795   -3.212    1.382   -2.019
   37796   -3.645    0.953   -2.551
   37797   -3.772    2.118    0.197
   37798   -1.080    2.385   -2.397
   37799   -1.901    3.213   -3.200
   37800   -3.813    4.069   -2.685
   37801   -3.027    1.451   -3.144
   37802   -3.182    2.477   -2.168
   37803   -2.420    2.992   -0.337
   37804   -4.282    2.730    0.933
   37805   -3.312    2.968   -0.049
   37806   -2.851    3.800   -1.748
   37807   -2.576    4.422   -1.666
   37808   -3.659    3.073    0.174
   37809   -3.207    3.215    1.545
   37810   -3.315    4.191    2.255
   37811   -2.607    2.868    0.155
   37812   -3.199    2.502   -0.126
   37813   -4.971    0.911   -1.896
   37814   -3.348    3.217   -3.765
   37815   -3.091    3.836   -1.453
   37816   -2.778    3.523   -0.693
   37817   -0.953    2.038   -2.348
   37818   -1.895    1.245   -3.022
   37819   -2.950    4.138   -0.485
   37820   -1.803    1.175   -2.522
   37821   -1.184    1.269   -0.443
   37822   -1.641    1.517   -1.231
   37823   -1.580    1.305   -0.200
   37824    0.245    0.201   -2.632
   37825   -1.258    2.072   -0.568
   37826    0.759    1.516   -2.042
   37827   -0.772    0.088   -3.077
   37828   -1.134   -0.086   -3.747
   37829   -1.510    1.016   -2.769
   37830   -2.334    1.025   -3.114
   37831    1.845    1.993   -5.087
   37832    0.207    0.586   -2.203
   37833   -4.052    2.102   -1.251
   37834   -3.544    2.669   -1.055
   37835   -4.524    3.147   -3.053
   37836   -4.692    5.081   -0.912
   37837   -1.982    3.186   -1.759
   37838   -4.033    3.498    0.070
   37839   -2.170    3.045   -3.332
   37840   -3.559    2.726   -0.861
   37841   -0.777    4.522   -0.805
   37842    0.935    3.811   -4.023
   37843   -3.250    2.714   -1.147
   37844   -4.763    3.116   -0.171
   37845   -4.147    3.792   -0.519
   37846   -6.489    4.570   -0.368
   37847   -3.984    4.788   -0.341
   37848   -4.951    4.006   -4.255
   37849   -3.403    4.722   -1.807
   37850   -3.807    4.079   -0.982
   37851   -4.107    3.669   -0.027
   37852   -4.201    2.585   -1.505
   37853   -3.722    3.790   -1.498
   37854   -3.022    4.131   -0.826
   37855   -2.683    4.558   -1.771
   37856   -0.280    2.499   -3.677
   37857   -1.034    1.170   -2.062
   37858   -0.236    2.554   -3.175
   37859   -1.173    4.050   -2.140
   37860   -0.352    1.638   -2.023
   37861   -0.426    3.183   -2.566
   37862   -2.197    2.659   -3.034
   37863    0.588    0.535   -1.735
   37864    0.202    2.349   -0.643
   37865    1.065    1.712   -2.382
   37866   -1.812    1.020   -0.525
   37867   -0.632    1.333   -2.921
   37868    0.676    1.426   -2.688
   37869   -3.073    3.831   -2.388
   37870   -0.191    1.617   -1.838
   37871   -0.827    4.417   -3.335
   37872   -1.092    2.886   -1.778
   37873   -0.902    1.828   -3.451
   37874    1.375    1.853   -1.441
   37875   -0.595    2.314   -3.935
   37876   -0.667    1.053   -2.529
   37877   -2.132    2.946   -2.052
   37878   -0.681    1.693   -2.719
   37879   -0.903    2.025   -1.979
   37880    0.145    0.533   -2.546
   37881   -0.788    1.359   -2.805
   37882   -0.969    1.747   -2.207
   37883   -1.789    1.310   -1.128
   37884   -0.700    4.106   -1.493
   37885   -1.881    2.948   -2.335
   37886   -1.995    3.281   -0.353
   37887   -0.162    4.081   -2.798
   37888   -2.455    4.431   -2.038
   37889   -1.999    2.650   -1.588
   37890   -0.441    2.459   -2.705
   37891   -0.903    2.998   -0.910
   37892    0.273    2.953   -1.962
   37893   -1.076    3.672   -0.993
   37894   -0.728    1.084   -0.596
   37895    0.286    2.446   -0.383
   37896   -0.553    2.836   -1.046
   37897   -0.647    2.673   -1.389
   37898   -2.372    3.548   -1.862
   37899   -2.637    2.538   -0.388
   37900   -2.570    4.759   -0.367
   37901   -1.781    2.856   -0.969
   37902   -3.416    3.913    1.610
   37903   -2.687    3.987   -0.412
   37904   -5.819    4.419   -2.029
   37905   -4.730    3.832   -0.336
   37906   -3.413    3.159    1.780
   37907   -1.847    3.309   -0.124
   37908   -2.534    2.466   -1.224
   37909   -3.216    3.987   -3.598
   37910   -1.651    4.555   -1.064
   37911   -3.053    3.661    1.024
   37912   -4.032    4.194    0.750
   37913   -2.058    4.846   -0.680
   37914   -4.919    2.824   -0.499
   37915   -3.969    3.152   -0.080
   37916   -3.992    3.299   -0.637
   37917   -5.201    4.802   -1.745
   37918   -3.115    6.518   -0.751
   37919   -3.819    4.941    0.308
   37920   -2.940    3.756   -0.154
   37921   -4.046    3.648    1.069
   37922   -4.235    2.577   -0.768
   37923   -2.102    2.343   -1.739
   37924   -2.765    3.396   -0.807
   37925   -2.144    4.711   -0.875
   37926   -3.096    4.005   -2.335
   37927   -2.478    3.784   -1.956
   37928   -0.314    3.758   -0.916
   37929   -2.591    2.735   -1.709
   37930   -2.151    3.422   -1.645
   37931   -4.862    3.445   -3.187
   37932   -4.617    2.391   -1.892
   37933   -4.892    2.746   -1.769
   37934   -3.897    3.091   -1.118
   37935   -4.482    2.940   -1.200
   37936   -4.936    4.663   -2.197
   37937   -5.075    3.233   -2.298
   37938   -3.697    2.795   -1.140
   37939   -5.966    3.239   -0.949
   37940   -4.260    3.326   -1.355
   37941   -4.150    1.230   -0.771
   37942   -3.369    1.009   -0.650
   37943   -4.649    3.233   -0.840
   37944   -4.408    2.293   -2.097
   37945   -6.673    3.788    0.962
   37946   -5.129    3.036   -2.421
   37947   -4.818    3.512   -1.540
   37948   -3.814    4.092   -0.925
   37949   -5.674    4.773   -1.615
   37950   -4.917    2.470   -0.183
   37951   -4.470    2.884   -2.539
   37952   -5.498    2.254    0.116
   37953   -5.051    2.985   -1.691
   37954   -5.157    3.972   -0.930
   37955   -3.752    2.509   -2.567
   37956   -5.248    3.007   -3.220
   37957   -4.818    1.342   -1.738
   37958   -4.846    3.036   -2.071
   37959   -4.736    2.470   -0.094
   37960   -5.211    2.170   -0.881
   37961   -3.104    3.424   -1.138
   37962   -6.115    6.076   -0.892
   37963   -2.803    2.853    3.053
   37964   -4.830    2.935   -0.287
   37965   -3.424    3.102   -1.374
   37966   -3.884    2.537   -0.465
   37967   -3.300    1.018   -1.857
   37968   -1.940    2.711   -2.048
   37969   -2.649    2.467   -0.767
   37970   -3.566    0.312    0.901
   37971   -4.285    0.766   -1.154
   37972   -2.286    3.961   -2.468
   37973   -3.207    3.486   -1.478
   37974   -2.876    3.088   -1.173
   37975   -3.549    2.349   -0.685
   37976   -6.139    3.242   -1.197
   37977   -4.132    3.328   -1.251
   37978   -3.165    2.617   -2.801
   37979   -4.042    2.186   -2.289
